0,0,1,0,0,0.05802047781569966,0.0
0,1,1,0,0,0.05984072810011375,0.0
0,2,1,0,0,0.061660978384527845,0.0018227638347084617
0,3,1,0,0,0.06348122866894197,0.0028584251044291784
0,4,1,0,0,0.06530147895335607,0.00248558704732972
0,5,1,0,0,0.06712172923777017,0.0033969689646839506
0,6,1,0,0,0.0689419795221843,0.003914799599544309
0,7,1,0,0,0.07076222980659838,0.003956226050333138
0,8,1,0,0,0.07258248009101252,0.0032312631615286362
0,9,1,0,0,0.07440273037542662,0.001118514171298374
0,10,1,0,0,0.07622298065984072,0.00296199123140125
0,11,1,0,0,0.0780432309442548,0.004701902164532054
0,12,1,0,0,0.07986348122866894,0.00186419028549729
0,13,1,0,0,0.08168373151308303,0.0018227638347084617
0,14,1,0,0,0.08350398179749716,0.0042105572932907825
0,15,1,0,0,0.08532423208191126,0.0023198812441744053
0,16,1,0,0,0.08714448236632535,0.00530258570097007
0,17,1,0,0,0.08896473265073948,0.012593641039803915
0,18,1,0,0,0.09078498293515355,0.014471640142230813
0,19,1,0,0,0.09260523321956768,0.019166637898298065
0,20,1,0,0,0.09442548350398178,0.024717782304001103
0,21,1,0,0,0.09624573378839589,0.028777574481306318
0,22,1,0,0,0.09806598407280999,0.036344806158732354
0,23,1,0,0,0.09988623435722412,0.035295336072082024
0,24,1,0,0,0.10170648464163821,0.02999275037111196
0,25,1,0,0,0.10352673492605236,0.03051748541443712
0,26,1,0,0,0.10534698521046641,0.016681050850968344
0,27,1,0,0,0.10716723549488054,0.03002036800497118
0,28,1,0,0,0.10898748577929464,0.040653157040770535
0,29,1,0,0,0.11080773606370876,0.03634661715111657
0,30,1,0,0,0.11262798634812286,0.04375323644146788
0,31,1,0,0,0.1168373151308305,0.04044602478682639
0,32,1,0,0,0.12104664391353812,0.03732523216073463
0,33,1,0,0,0.12525597269624572,0.025898436151482723
0,34,1,0,0,0.12946530147895333,0.02649911968792074
0,35,1,0,0,0.133674630261661,0.03747022473849553
0,36,1,0,0,0.1378839590443686,0.04008009113819174
0,37,1,0,0,0.14209328782707623,0.029813235751027033
0,38,1,0,0,0.1463026166097838,0.036448372285704425
0,39,1,0,0,0.15051194539249146,0.05940553043118031
0,40,1,0,0,0.15472127417519907,0.06421099872268443
0,41,1,0,0,0.1589306029579067,0.06292677874823076
0,42,1,0,0,0.1631399317406143,0.06622018158594263
0,43,1,0,0,0.16734926052332194,0.06721441640487452
0,44,1,0,0,0.17155858930602957,0.06742154865881866
0,45,1,0,0,0.1757679180887372,0.07084602207033781
0,46,1,0,0,0.1799772468714448,0.07291055338833846
0,47,1,0,0,0.18418657565415247,0.0764318017053889
0,48,1,0,0,0.18839590443686008,0.07705319846722132
0,49,1,0,0,0.19260523321956768,0.07767459522905376
0,50,1,0,0,0.1968145620022753,0.08098871129216005
0,51,1,0,0,0.20102389078498295,0.0822315048158249
0,52,1,0,0,0.20523321956769056,0.06938930507128802
0,53,1,0,0,0.20944254835039822,0.06793937929367902
0,54,1,0,0,0.2136518771331058,0.08161010805399248
0,55,1,0,0,0.2178612059158134,0.07063209859495288
0,56,1,0,0,0.222070534698521,0.0702178340870646
0,57,1,0,0,0.22627986348122867,0.08243863706976905
0,58,1,0,0,0.23048919226393627,0.08658128214865192
0,59,1,0,0,0.23469852104664393,0.09258811751303207
0,60,1,0,0,0.2389078498293515,0.09403125206920028
0,61,1,0,0,0.24311717861205917,0.09705526978976077
0,62,1,0,0,0.24732650739476678,0.09803569579176305
0,63,1,0,0,0.2515358361774744,0.09691027721199985
0,64,1,0,0,0.255745164960182,0.09636482894328029
0,65,1,0,0,0.25995449374288965,0.09827044567956641
0,66,1,0,0,0.2641638225255973,0.1023095246314772
0,67,1,0,0,0.2683731513083049,0.10253737011081576
0,68,1,0,0,0.27258248009101255,0.10292401698484482
0,69,1,0,0,0.2767918088737201,0.10556840542686505
