day,time,place1,place2,place3,sun_intensity,sun_time,elec_intensity
9,39,1,0,0,0.0564999999999999,0.0,0.0
9,40,1,0,0,0.0583333333333333,0.0,0.0
9,41,1,0,0,0.0601666666666666,0.0,0.0
9,42,1,0,0,0.0619999999999999,0.0,0.0
9,43,1,0,0,0.0638333333333333,0.0,0.0
9,44,1,0,0,0.0656666666666666,0.0,0.0
9,45,1,0,0,0.0674999999999999,0.0,0.0
9,46,1,0,0,0.0693333333333333,0.0,0.0
9,47,1,0,0,0.0711666666666666,0.0,0.0
9,48,1,0,0,0.073,0.0,0.0
9,49,1,0,0,0.0748333333333333,0.0,0.0
9,50,1,0,0,0.0766666666666666,0.0,0.0
9,51,1,0,0,0.0785,0.0,0.0
9,52,1,0,0,0.0803333333333333,0.0,0.0
9,53,1,0,0,0.0821666666666666,0.0,0.0
9,54,1,0,0,0.0839999999999999,0.0,0.0
9,55,1,0,0,0.0858333333333333,0.0,0.0
9,56,1,0,0,0.0876666666666666,0.0,0.0
9,57,1,0,0,0.0895,0.0,0.0
9,58,1,0,0,0.0913333333333333,0.0,0.0
9,59,1,0,0,0.0931666666666666,0.0,0.0
9,60,1,0,0,0.095,0.0,0.0
9,61,1,0,0,0.0968333333333333,0.0,0.0
9,62,1,0,0,0.0986666666666666,0.0,0.0
9,63,1,0,0,0.1005,0.0,0.0
9,64,1,0,0,0.1023333333333333,0.0,0.0
9,65,1,0,0,0.1041666666666666,0.0,0.0003590292401698485
9,66,1,0,0,0.106,0.0,0.0011323229882279837
9,67,1,0,0,0.1078333333333333,0.0,0.0008837642834950116
9,68,1,0,0,0.1096666666666666,0.0,0.00011047053543687643
9,69,1,0,0,0.1114999999999999,0.0,0.002154175441019091
9,70,1,0,0,0.1133333333333333,0.0,0.0014084993268201748
9,71,1,0,0,0.1151666666666666,0.0,0.0016018227638347083
9,72,1,0,0,0.1169999999999999,0.0,0.0034522042324023894
9,73,1,0,0,0.1188333333333333,0.0,0.000497117409465944
9,74,1,0,0,0.1206666666666666,0.0,0.0003590292401698485
9,75,1,0,0,0.1225,0.0,0.0036455276694169233
9,76,1,0,0,0.1243333333333333,0.0,0.001988469637863776
9,77,1,0,0,0.1261666666666666,0.0,0.0005799703110436013
9,78,1,0,0,0.128,0.0,0.0018503814685676807
9,79,1,0,0,0.1298333333333333,0.0,0.0027893810197811304
9,80,1,0,0,0.1316666666666666,0.0,0.0018404210104545195
9,81,1,0,0,0.1335,0.0,0.003769807021783409
9,82,1,0,0,0.1353333333333333,0.0,0.00062139676183243
9,83,1,0,0,0.1371666666666666,0.0,0.0014084993268201748
9,84,1,0,0,0.1389999999999999,0.0,0.00200918286325819
9,85,1,0,0,0.1408333333333333,0.0,0.0010149480443263025
9,86,1,0,0,0.1426666666666666,0.0,0.00047640418407152965
9,87,1,0,0,0.1444999999999999,0.0,0.0014706390030034178
9,88,1,0,0,0.1463333333333333,0.0,0.002361307694963234
9,89,1,0,0,0.1481666666666666,0.0,0.00037283805709945804
9,90,1,0,0,0.15,0.0,0.0
9,91,1,0,0,0.1521666666666666,0.0,0.0
9,92,1,0,0,0.1543333333333333,0.0,0.001056374495115131
9,93,1,0,0,0.1564999999999999,0.0,0.002651292850485035
9,94,1,0,0,0.1586666666666666,0.0,0.00043497773328270107
9,95,1,0,0,0.1608333333333333,0.0,0.001056374495115131
9,96,1,0,0,0.1629999999999999,0.0,0.00020373664322374756
9,97,1,0,0,0.1651666666666666,0.0,0.0017261021162011947
9,98,1,0,0,0.1673333333333333,0.0,0.00034522042324023895
9,99,1,0,0,0.1695,0.0,0.0
9,100,1,0,0,0.1716666666666667,0.0,0.0034522042324023894
9,101,1,0,0,0.1738333333333333,0.0,0.005868747195084061
9,102,1,0,0,0.176,0.0,0.004487865502123106
9,103,1,0,0,0.1781666666666667,0.0,0.0020713225394414334
9,104,1,0,0,0.1803333333333333,0.0,0.006490143956916492
9,105,1,0,0,0.1825,0.0,0.00745676114198916
9,106,1,0,0,0.1846666666666666,0.0,0.005385438602547727
9,107,1,0,0,0.1868333333333333,0.0,0.009459039596782544
9,108,1,0,0,0.189,0.0,0.010011392273966928
9,109,1,0,0,0.1911666666666666,0.0,0.011668450305520077
9,110,1,0,0,0.1933333333333333,0.0,0.014084993268201748
9,111,1,0,0,0.1955,0.0,0.011737494390168121
9,112,1,0,0,0.1976666666666666,0.0,0.010166458496865002
9,113,1,0,0,0.1998333333333333,0.0,0.01975351261780647
9,114,1,0,0,0.202,0.0,0.03041391928746505
9,115,1,0,0,0.2041666666666666,0.0,0.032650947630061794
9,116,1,0,0,0.2063333333333333,0.0,0.03272689612317465
9,117,1,0,0,0.2085,0.0,0.03340352815272552
9,118,1,0,0,0.2106666666666666,0.0,0.03626195325715469
9,119,1,0,0,0.2128333333333333,0.0,0.036531225187282086
9,120,1,0,0,0.215,0.0,0.03814685676804639
9,121,1,0,0,0.2171666666666666,0.0,0.032436910967652846
9,122,1,0,0,0.2193333333333333,0.0,0.03479131425415128
9,123,1,0,0,0.2214999999999999,0.0,0.03867159181137156
9,124,1,0,0,0.2236666666666667,0.0,0.0369869161459592
9,125,1,0,0,0.2258333333333333,0.0,0.03239548451686402
9,126,1,0,0,0.228,0.0,0.03385231470293783
9,127,1,0,0,0.2301666666666666,0.0,0.03671334310891931
9,128,1,0,0,0.2323333333333333,0.0,0.039603686954120206
9,129,1,0,0,0.2345,0.0,0.03852659923361066
9,130,1,0,0,0.2366666666666667,0.0,0.03512963026892671
9,131,1,0,0,0.2388333333333333,0.0,0.0367038353989022
9,132,1,0,0,0.241,0.0,0.036289570891013916
9,133,1,0,0,0.2431666666666666,0.0,0.03604101218628094
9,134,1,0,0,0.2453333333333333,0.0,0.034383954154727794
9,135,1,0,0,0.2475,0.0,0.031981220008975735
9,136,1,0,0,0.2496666666666666,0.0,0.04904891773397315
9,137,1,0,0,0.2518333333333333,0.0,0.055760002761763384
9,138,1,0,0,0.254,0.0,0.06561949804950462
9,139,1,0,0,0.2561666666666667,0.0,0.06495667483688336
9,140,1,0,0,0.2583333333333333,0.0,0.054931473745986815
9,141,1,0,0,0.2605,0.0,0.0638795871163738
9,142,1,0,0,0.2626666666666667,0.0,0.0683536438015673
9,143,1,0,0,0.2648333333333333,0.0,0.06029246395134769
9,144,1,0,0,0.267,0.0,0.06643421824835158
9,145,1,0,0,0.2691666666666667,0.0,0.0622777643525391
9,146,1,0,0,0.2713333333333333,0.0,0.062462662070749124
9,147,1,0,0,0.2735,0.0,0.06263679359270895
9,148,1,0,0,0.2756666666666667,0.0,0.07382193530569268
9,149,1,0,0,0.2778333333333334,0.0,0.07431905271515864
9,150,1,0,0,0.28,0.0,0.08103013774294887
9,151,1,0,0,0.2805,0.0,0.08484137121552111
9,152,1,0,0,0.281,0.0,0.09660648323954846
9,153,1,0,0,0.2815,0.0,0.09876065868056755
9,154,1,0,0,0.282,0.0,0.08865260468809336
9,155,1,0,0,0.2825,0.0,0.09047536852280182
9,156,1,0,0,0.283,0.0,0.10050056961369835
9,157,1,0,0,0.2835,0.0,0.11102288811406083
9,158,1,0,0,0.284,0.0,0.10918246710360632
9,159,1,0,0,0.2845,0.0,0.10293092139330963
9,160,1,0,0,0.285,0.0,0.09338212448648461
9,161,1,0,0,0.2855,0.0,0.09730382849449373
9,162,1,0,0,0.286,0.0,0.09349259502192149
9,163,1,0,0,0.2865,0.0,0.09066869195981635
9,164,1,0,0,0.287,0.0,0.08317050436703836
9,165,1,0,0,0.2875,0.0,0.09482514585562883
9,166,1,0,0,0.288,0.0,0.09794593848172058
9,167,1,0,0,0.2885,0.0,0.09387233748748576
9,168,1,0,0,0.289,0.0,0.09117271377774709
9,169,1,0,0,0.2895,0.0,0.10824731591120931
9,170,1,0,0,0.29,0.0,0.11017364587288984
9,171,1,0,0,0.2905,0.0,0.10936583008250769
9,172,1,0,0,0.291,0.0,0.11098836607173682
9,173,1,0,0,0.2915,0.0,0.10505340446760504
9,174,1,0,0,0.292,0.0,0.10601028756861257
9,175,1,0,0,0.2925,0.0,0.09417613145993717
9,176,1,0,0,0.293,0.0,0.10396658266303035
9,177,1,0,0,0.2935,0.0,0.10399420029688956
9,178,1,0,0,0.294,0.0,0.08812786964476817
9,179,1,0,0,0.2945,0.0,0.08812786964476817
9,180,1,0,0,0.295,0.0,0.08694031138882177
9,181,1,0,0,0.2955,0.0,0.08299098974695343
9,182,1,0,0,0.296,0.0,0.0969517036627887
9,183,1,0,0,0.2965,0.0,0.09164911796181861
9,184,1,0,0,0.297,0.0,0.08357096005799702
9,185,1,0,0,0.2975,0.0,0.07948355024683261
9,186,1,0,0,0.298,0.0,0.08093347602444162
9,187,1,0,0,0.2985,0.0,0.08002209410708737
9,188,1,0,0,0.299,0.0,0.07763316877826493
9,189,1,0,0,0.2995,0.0,0.07070114267960093
9,190,1,0,0,0.3,0.0,0.07001749305456124
9,191,1,0,0,0.3005,0.0,0.08129940967307626
9,192,1,0,0,0.301,0.0,0.08368143059343391
9,193,1,0,0,0.3015,0.0,0.0786066903718024
9,194,1,0,0,0.302,0.0,0.07270342113439432
9,195,1,0,0,0.3025,0.0,0.06193254392929886
9,196,1,0,0,0.303,0.0,0.06006835364380157
9,197,1,0,0,0.3035,0.0,0.06172541167535472
9,198,1,0,0,0.304,0.0,0.06804294542065109
9,199,1,0,0,0.3045,0.0,0.0749818759277799
9,200,1,0,0,0.305,0.0,0.07819242586391412
9,201,1,0,0,0.3055,0.0,0.07964235164152311
9,202,1,0,0,0.306,0.0,0.07995305002243933
9,203,1,0,0,0.3065,0.0,0.07871025649877447
9,204,1,0,0,0.307,0.0,0.07581040494355647
9,205,1,0,0,0.3075,0.0,0.08476123480251978
9,206,1,0,0,0.308,0.0,0.08732695826285083
9,207,1,0,0,0.3084999999999999,0.0,0.08426140090447752
9,208,1,0,0,0.309,0.0,0.08311526909931992
9,209,1,0,0,0.3095,0.0,0.08290813684537578
9,210,1,0,0,0.31,0.0,0.08103013774294887
9,211,1,0,0,0.3091666666666667,0.0,0.06973452549452827
9,212,1,0,0,0.3083333333333333,0.0,0.06526046880933477
9,213,1,0,0,0.3075,0.0,0.06990023129768357
9,214,1,0,0,0.3066666666666666,0.0,0.07409811164428488
9,215,1,0,0,0.3058333333333333,0.0,0.07255152414816861
9,216,1,0,0,0.3049999999999999,0.0,0.06984499602996513
9,217,1,0,0,0.3041666666666666,0.0,0.06766320295508683
9,218,1,0,0,0.3033333333333334,0.0,0.06862982014015949
9,219,1,0,0,0.3025,0.0,0.08558704732972003
9,220,1,0,0,0.3016666666666667,0.0,0.09216004418821418
9,221,1,0,0,0.3008333333333333,0.0,0.1022418387911173
9,222,1,0,0,0.3,0.0,0.09773880622777643
9,223,1,0,0,0.2991666666666666,0.0,0.08821762695481064
9,224,1,0,0,0.2983333333333333,0.0,0.089018538336728
9,225,1,0,0,0.2975,0.0,0.09120033141160631
9,226,1,0,0,0.2966666666666667,0.0,0.09006800842337832
9,227,1,0,0,0.2958333333333333,0.0,0.08057444678427177
9,228,1,0,0,0.295,0.0,0.07408430282735527
9,229,1,0,0,0.2941666666666666,0.0,0.07558255946421791
9,230,1,0,0,0.2933333333333333,0.0,0.07723271308730624
9,231,1,0,0,0.2925,0.0,0.11101598370559601
9,232,1,0,0,0.2916666666666667,0.0,0.11566955501087443
9,233,1,0,0,0.2908333333333334,0.0,0.11731280422549799
9,234,1,0,0,0.29,0.0,0.1314806503952774
9,235,1,0,0,0.2891666666666667,0.0,0.13124590050747403
9,236,1,0,0,0.2883333333333333,0.0,0.12598474125729278
9,237,1,0,0,0.2875,0.0,0.1246936168743743
9,238,1,0,0,0.2866666666666667,0.0,0.11715400283080749
9,239,1,0,0,0.2858333333333333,0.0,0.11015293264749543
9,240,1,0,0,0.285,0.0,0.1012876721786861
9,241,1,0,0,0.2841666666666667,0.0,0.08861117823730452
9,242,1,0,0,0.2833333333333333,0.0,0.07610039009907826
9,243,1,0,0,0.2825,0.0,0.06814651154762316
9,244,1,0,0,0.2816666666666666,0.0,0.061062588462733464
9,245,1,0,0,0.2808333333333334,0.0,0.07680463976248836
9,246,1,0,0,0.2799999999999999,0.0,0.10074912831843132
9,247,1,0,0,0.2791666666666667,0.0,0.11437843062795597
9,248,1,0,0,0.2783333333333334,0.0,0.12129664790969034
9,249,1,0,0,0.2774999999999999,0.0,0.12013670728760314
9,250,1,0,0,0.2766666666666666,0.0,0.11947388407498187
9,251,1,0,0,0.2758333333333333,0.0,0.10841302171436462
9,252,1,0,0,0.275,0.0,0.08331470463563116
9,253,1,0,0,0.2741666666666666,0.0,0.0900058687471951
9,254,1,0,0,0.2733333333333334,0.0,0.10159837055960232
9,255,1,0,0,0.2725,0.0,0.11064314564849656
9,256,1,0,0,0.2716666666666666,0.0,0.11448890116339283
9,257,1,0,0,0.2708333333333333,0.0,0.11248662270859947
9,258,1,0,0,0.2699999999999999,0.0,0.11030482963372114
9,259,1,0,0,0.2691666666666666,0.0,0.11289398280802293
9,260,1,0,0,0.2683333333333333,0.0,0.11858321538302206
9,261,1,0,0,0.2675,0.0,0.11205854938378156
9,262,1,0,0,0.2666666666666666,0.0,0.10699071357061483
9,263,1,0,0,0.2658333333333333,0.0,0.10052128283909277
9,264,1,0,0,0.265,0.0,0.10399420029688956
9,265,1,0,0,0.2641666666666667,0.0,0.10065246659992406
9,266,1,0,0,0.2633333333333333,0.0,0.09720026236752166
9,267,1,0,0,0.2625,0.0,0.09722097559291608
9,268,1,0,0,0.2616666666666666,0.0,0.1083923084889702
9,269,1,0,0,0.2608333333333333,0.0,0.11237615217316256
9,270,1,0,0,0.26,0.0,0.1186453550592053
9,271,1,0,0,0.2605,0.0,0.1198122000897573
9,272,1,0,0,0.261,0.0,0.12112143439651792
9,273,1,0,0,0.2615,0.0,0.11337038699209447
9,274,1,0,0,0.262,0.0,0.10480892049573654
9,275,1,0,0,0.2625,0.0,0.09445230779852937
9,276,1,0,0,0.263,0.0,0.09914730555459661
9,277,1,0,0,0.2635,0.0,0.11406082783857494
9,278,1,0,0,0.264,0.0,0.1182034729174578
9,279,1,0,0,0.2645,0.0,0.11627023854731247
9,280,1,0,0,0.265,0.0,0.11447509234646322
9,281,1,0,0,0.2655,0.0,0.11557979770083199
9,282,1,0,0,0.266,0.0,0.11613215037801636
9,283,1,0,0,0.2665,0.0,0.11571788587012807
9,284,1,0,0,0.267,0.0,0.11309421065350227
9,285,1,0,0,0.2675,0.0,0.11129906445265303
9,286,1,0,0,0.268,0.0,0.11212759346842961
9,287,1,0,0,0.2685,0.0,0.1151655331929437
9,288,1,0,0,0.269,0.0,0.11396348699792358
9,289,1,0,0,0.2695,0.0,0.11537266544688785
9,290,1,0,0,0.2699999999999999,0.0,0.11655331929436948
9,291,1,0,0,0.2705,0.0,0.11533123899609901
9,292,1,0,0,0.271,0.0,0.12040597921773052
9,293,1,0,0,0.2714999999999999,0.0,0.11968101632892601
9,294,1,0,0,0.272,0.0,0.11657403251976386
9,295,1,0,0,0.2724999999999999,0.0,0.11626333413884765
9,296,1,0,0,0.2729999999999999,0.0,0.11694687057686334
9,297,1,0,0,0.2735,0.0,0.11939103117340422
9,298,1,0,0,0.2739999999999999,0.0,0.11328062968205199
9,299,1,0,0,0.2744999999999999,0.0,0.1187903476369662
9,300,1,0,0,0.275,0.0,0.12063382469706908
9,301,1,0,0,0.2755,0.0,0.12374080850623123
9,302,1,0,0,0.2759999999999999,0.0,0.13981427141229677
9,303,1,0,0,0.2765,0.0,0.14176674757652433
9,304,1,0,0,0.2769999999999999,0.0,0.14743673835744123
9,305,1,0,0,0.2774999999999999,0.0,0.14352884316636172
9,306,1,0,0,0.2779999999999999,0.0,0.1278696447681845
9,307,1,0,0,0.2785,0.0,0.1259916456657576
9,308,1,0,0,0.279,0.0,0.12055097179549143
9,309,1,0,0,0.2794999999999999,0.0,0.1173058998170332
9,310,1,0,0,0.28,0.0,0.11517934200987333
9,311,1,0,0,0.2804999999999999,0.0,0.11770635550799186
9,312,1,0,0,0.2809999999999999,0.0,0.11200331411606311
9,313,1,0,0,0.2815,0.0,0.09784927676321331
9,314,1,0,0,0.282,0.0,0.10051437843062797
9,315,1,0,0,0.2825,0.0,0.11466841578347776
9,316,1,0,0,0.283,0.0,0.11961197224427796
9,317,1,0,0,0.2835,0.0,0.11563503296855042
9,318,1,0,0,0.284,0.0,0.11479880723514096
9,319,1,0,0,0.2845,0.0,0.10970414609728311
9,320,1,0,0,0.285,0.0,0.10630717713259917
9,321,1,0,0,0.2855,0.0,0.10825422031967412
9,322,1,0,0,0.2859999999999999,0.0,0.1070666620637277
9,323,1,0,0,0.2865,0.0,0.10819208064349088
9,324,1,0,0,0.287,0.0,0.10697000034522042
9,325,1,0,0,0.2875,0.0,0.1087996685883937
9,326,1,0,0,0.288,0.0,0.10795733075568752
9,327,1,0,0,0.2885,0.0,0.10962819760417027
9,328,1,0,0,0.289,0.0,0.11542790071460628
9,329,1,0,0,0.2895,0.0,0.11228639486312011
9,330,1,0,0,0.29,0.0,0.10920702868781718
9,331,1,0,0,0.2883333333333333,0.0,0.11319777678047434
9,332,1,0,0,0.2866666666666667,0.0,0.10226221245543969
9,333,1,0,0,0.285,0.0,0.09213242655435497
9,334,1,0,0,0.2833333333333333,0.0,0.0936237787827528
9,335,1,0,0,0.2816666666666666,0.0,0.09105533883384542
9,336,1,0,0,0.2799999999999999,0.0,0.09196672075119965
9,337,1,0,0,0.2783333333333333,0.0,0.08202437256188076
9,338,1,0,0,0.2766666666666666,0.0,0.08243863706976905
9,339,1,0,0,0.275,0.0,0.07382193530569268
9,340,1,0,0,0.2733333333333333,0.0,0.07241343597887252
9,341,1,0,0,0.2716666666666666,0.0,0.0761418165498671
9,342,1,0,0,0.2699999999999999,0.0,0.07150205406151829
9,343,1,0,0,0.2683333333333333,0.0,0.07092208375047468
9,344,1,0,0,0.2666666666666666,0.0,0.062139676183243
9,345,1,0,0,0.2649999999999999,0.0,0.05228018089550178
9,346,1,0,0,0.2633333333333333,0.0,0.051865916387613495
9,347,1,0,0,0.2616666666666666,0.0,0.049847565375410234
9,348,1,0,0,0.26,0.0,0.04594883833327581
9,349,1,0,0,0.2583333333333333,0.0,0.05126523285117548
9,350,1,0,0,0.2566666666666666,0.0,0.048192771084337345
9,351,1,0,0,0.255,0.0,0.04242759001622537
9,352,1,0,0,0.2533333333333333,0.0,0.03983843684192358
9,353,1,0,0,0.2516666666666666,0.0,0.03521248317050437
9,354,1,0,0,0.25,0.0,0.029999654779576765
9,355,1,0,0,0.2483333333333333,0.0,0.03500535091656023
9,356,1,0,0,0.2466666666666666,0.0,0.038975385783822966
9,357,1,0,0,0.245,0.0,0.03666240894811337
9,358,1,0,0,0.2433333333333333,0.0,0.03272689612317465
9,359,1,0,0,0.2416666666666666,0.0,0.032347153657610386
9,360,1,0,0,0.2399999999999999,0.0,0.03017226499119688
9,361,1,0,0,0.2383333333333333,0.0,0.024855870473297202
9,362,1,0,0,0.2366666666666666,0.0,0.023026202230123936
9,363,1,0,0,0.235,0.0,0.02174888666413505
9,364,1,0,0,0.2333333333333333,0.0,0.023803231149974506
9,365,1,0,0,0.2316666666666666,0.0,0.025863914109158698
9,366,1,0,0,0.2299999999999999,0.0,0.029205647806124214
9,367,1,0,0,0.2283333333333333,0.0,0.03142886733179135
9,368,1,0,0,0.2266666666666666,0.0,0.03013083854040805
9,369,1,0,0,0.225,0.0,0.027065281182034728
9,370,1,0,0,0.2233333333333333,0.0,0.023861635654365315
9,371,1,0,0,0.2216666666666666,0.0,0.025836296475299482
9,372,1,0,0,0.22,0.0,0.02652673732177996
9,373,1,0,0,0.2183333333333333,0.0,0.02714813408361239
9,374,1,0,0,0.2166666666666666,0.0,0.027410501605274973
9,375,1,0,0,0.215,0.0,0.02721717816826044
9,376,1,0,0,0.2133333333333333,0.0,0.025408223150481586
9,377,1,0,0,0.2116666666666666,0.0,0.025725825939862605
9,378,1,0,0,0.21,0.0,0.026167708081610105
9,379,1,0,0,0.2083333333333333,0.0,0.024800635205578764
9,380,1,0,0,0.2066666666666666,0.0,0.023748901378448175
9,381,1,0,0,0.205,0.0,0.025477267235129632
9,382,1,0,0,0.2033333333333333,0.0,0.025974384644595578
9,383,1,0,0,0.2016666666666666,0.0,0.024855870473297202
9,384,1,0,0,0.2,0.0,0.023033106638588742
9,385,1,0,0,0.1983333333333333,0.0,0.022700290745810692
9,386,1,0,0,0.1966666666666666,0.0,0.022439327510615524
9,387,1,0,0,0.1949999999999999,0.0,0.02036800497117409
9,388,1,0,0,0.1933333333333333,0.0,0.020174681534159564
9,389,1,0,0,0.1916666666666666,0.0,0.022591224496841235
9,390,1,0,0,0.19,0.0,0.023088341906307177
9,391,1,0,0,0.189,0.0,0.02237028342596748
9,392,1,0,0,0.188,0.0,0.02330928297718093
9,393,1,0,0,0.187,0.0,0.02426209134532399
9,394,1,0,0,0.186,0.0,0.02491110574101564
9,395,1,0,0,0.185,0.0,0.02362688576656195
9,396,1,0,0,0.184,0.0,0.022139381896980573
9,397,1,0,0,0.183,0.0,0.020133255083370733
9,398,1,0,0,0.182,0.0,0.01590775710291021
9,399,1,0,0,0.181,0.0,0.015949183553699037
9,400,1,0,0,0.18,0.0,0.01872475575655056
9,401,1,0,0,0.179,0.0,0.02060965926744226
9,402,1,0,0,0.178,0.0,0.023136672765560813
9,403,1,0,0,0.177,0.0,0.021251769254669105
9,404,1,0,0,0.176,0.0,0.01886974833431146
9,405,1,0,0,0.175,0.0,0.020878931197569648
9,406,1,0,0,0.174,0.0,0.020091828632581906
9,407,1,0,0,0.173,0.0,0.01845548382642317
9,408,1,0,0,0.172,0.0,0.01978113025166569
9,409,1,0,0,0.1709999999999999,0.0,0.01934615251838299
9,410,1,0,0,0.1699999999999999,0.0,0.019139020264438845
9,411,1,0,0,0.169,0.0,0.02011254185797632
9,412,1,0,0,0.168,0.0,0.01962662996388768
9,413,1,0,0,0.1669999999999999,0.0,0.016404874512376155
9,414,1,0,0,0.166,0.0,0.015631580764318014
9,415,1,0,0,0.165,0.0,0.020519901957399802
9,416,1,0,0,0.164,0.0,0.02029896088652605
9,417,1,0,0,0.163,0.0,0.01651534504781303
9,418,1,0,0,0.162,0.0,0.017067697724997413
9,419,1,0,0,0.161,0.0,0.018227638347084615
9,420,1,0,0,0.16,0.0,0.018890461559705873
9,421,1,0,0,0.1589999999999999,0.0,0.018144785445506958
9,422,1,0,0,0.158,0.0,0.016984844823419755
9,423,1,0,0,0.157,0.0,0.016322021610798494
9,424,1,0,0,0.156,0.0,0.015742051299754894
9,425,1,0,0,0.155,0.0,0.016404874512376155
9,426,1,0,0,0.154,0.0,0.017205785894293505
9,427,1,0,0,0.153,0.0,0.016095194814676056
9,428,1,0,0,0.152,0.0,0.015769668933614114
9,429,1,0,0,0.151,0.0,0.01978113025166569
9,430,1,0,0,0.15,0.0,0.021500327959402078
9,431,1,0,0,0.149,0.0,0.020941070873752892
9,432,1,0,0,0.148,0.0,0.023040011047053544
9,433,1,0,0,0.147,0.0,0.022515276003728383
9,434,1,0,0,0.146,0.0,0.021997445368868024
9,435,1,0,0,0.145,0.0,0.02405495909137985
9,436,1,0,0,0.144,0.0,0.022073393861980876
9,437,1,0,0,0.143,0.0,0.02011254185797632
9,438,1,0,0,0.142,0.0,0.01900093209514275
9,439,1,0,0,0.141,0.0,0.014616632719991715
9,440,1,0,0,0.14,0.0,0.014582110677667693
9,441,1,0,0,0.1389999999999999,0.0,0.01612869817378396
9,442,1,0,0,0.1379999999999999,0.0,0.014471640142230813
9,443,1,0,0,0.137,0.0,0.01451284021897162
9,444,1,0,0,0.136,0.0,0.01553491904581075
9,445,1,0,0,0.1349999999999999,0.0,0.017399109331308043
9,446,1,0,0,0.134,0.0,0.017399109331308043
9,447,1,0,0,0.133,0.0,0.015742051299754894
9,448,1,0,0,0.132,0.0,0.016984844823419755
9,449,1,0,0,0.131,0.0,0.017399109331308043
9,450,1,0,0,0.13,0.0,0.017191977077363897
9,451,1,0,0,0.129,0.0,0.016984844823419755
9,452,1,0,0,0.128,0.0,0.01553491904581075
9,453,1,0,0,0.127,0.0,0.015949183553699037
9,454,1,0,0,0.126,0.0,0.017399109331308043
9,455,1,0,0,0.125,0.0,0.013256464252425174
9,456,1,0,0,0.124,0.0,0.009113819173542308
9,457,1,0,0,0.123,0.0,0.010149480443263024
9,458,1,0,0,0.122,0.0,0.009528083681430594
9,459,1,0,0,0.121,0.0,0.008906686919598164
9,460,1,0,0,0.12,0.0,0.009528083681430594
9,461,1,0,0,0.119,0.0,0.008727172299513239
9,462,1,0,0,0.118,0.0,0.007270342113439431
9,463,1,0,0,0.117,0.0,0.006828459971691926
9,464,1,0,0,0.116,0.0,0.006642040943142197
9,465,1,0,0,0.115,0.0,0.006414195463803639
9,466,1,0,0,0.114,0.0,0.005827320744295233
9,467,1,0,0,0.113,0.0,0.005772085476576795
9,468,1,0,0,0.112,0.0,0.006628232126212587
9,469,1,0,0,0.111,0.0,0.008230054890047295
9,470,1,0,0,0.11,0.0,0.008140297580004834
9,471,1,0,0,0.109,0.0,0.007014879000241655
9,472,1,0,0,0.108,0.0,0.009673076259191496
9,473,1,0,0,0.107,0.0,0.011399178375392689
9,474,1,0,0,0.106,0.0,0.00998377464010771
9,475,1,0,0,0.105,0.0,0.006730100447824461
9,476,1,0,0,0.104,0.0,0.0026236752166258156
9,477,1,0,0,0.103,0.0,0.0004142645078882867
9,478,1,0,0,0.102,0.0,0.0011875582559464218
9,479,1,0,0,0.101,0.0,0.0028446162874995683
9,480,1,0,0,0.1,0.0,0.0035350571339800465
9,481,1,0,0,0.099,0.0,0.0017675285669900233
9,482,1,0,0,0.098,0.0,0.0009666171850726688
