0,0,0,0,1,0.052919708,0.35,0
0,1,0,0,1,0.054562044,0.361666667,0
0,2,0,0,1,0.05620438,0.373333333,0
0,3,0,0,1,0.057846715,0.385,0
0,4,0,0,1,0.059489051,0.396666667,0
0,5,0,0,1,0.061131387,0.408333333,0
0,6,0,0,1,0.062773723,0.42,0
0,7,0,0,1,0.064416058,0.431666667,0
0,8,0,0,1,0.066058394,0.443333333,0
0,9,0,0,1,0.06770073,0.455,0
0,10,0,0,1,0.069343066,0.466666667,0
0,11,0,0,1,0.070985401,0.478333333,0
0,12,0,0,1,0.072627737,0.49,0
0,13,0,0,1,0.074270073,0.501666667,0
0,14,0,0,1,0.075912409,0.513333333,0
0,15,0,0,1,0.077554745,0.525,0
0,16,0,0,1,0.07919708,0.536666667,0
0,17,0,0,1,0.080839416,0.548333333,0
0,18,0,0,1,0.082481752,0.56,0
0,19,0,0,1,0.084124088,0.571666667,0
0,20,0,0,1,0.085766423,0.583333333,0
0,21,0,0,1,0.087408759,0.595,0
0,22,0,0,1,0.089051095,0.606666667,0
0,23,0,0,1,0.090693431,0.618333333,0
0,24,0,0,1,0.092335766,0.63,0
0,25,0,0,1,0.093978102,0.641666667,0
0,26,0,0,1,0.095620438,0.653333333,0
0,27,0,0,1,0.097262774,0.665,0
0,28,0,0,1,0.098905109,0.676666667,0
0,29,0,0,1,0.100547445,0.688333333,0
0,30,0,0,1,0.102189781,0.7,0
0,31,0,0,1,0.105839416,0.705,0
0,32,0,0,1,0.109489051,0.71,0
0,33,0,0,1,0.113138686,0.715,0
0,34,0,0,1,0.116788321,0.72,0
0,35,0,0,1,0.120437956,0.725,0
0,36,0,0,1,0.124087591,0.73,0
0,37,0,0,1,0.127737226,0.735,0
0,38,0,0,1,0.131386861,0.74,0
0,39,0,0,1,0.135036496,0.745,0
0,40,0,0,1,0.138686131,0.75,0
0,41,0,0,1,0.142335766,0.755,0
0,42,0,0,1,0.145985401,0.76,0
0,43,0,0,1,0.149635036,0.765,0
0,44,0,0,1,0.153284672,0.77,0
0,45,0,0,1,0.156934307,0.775,0
0,46,0,0,1,0.160583942,0.78,0
0,47,0,0,1,0.164233577,0.785,0
0,48,0,0,1,0.167883212,0.79,0
0,49,0,0,1,0.171532847,0.795,0
0,50,0,0,1,0.175182482,0.8,0
0,51,0,0,1,0.178832117,0.805,0
0,52,0,0,1,0.182481752,0.81,0
0,53,0,0,1,0.186131387,0.815,0
0,54,0,0,1,0.189781022,0.82,0
0,55,0,0,1,0.193430657,0.825,0
0,56,0,0,1,0.197080292,0.83,0
0,57,0,0,1,0.200729927,0.835,0
0,58,0,0,1,0.204379562,0.84,0
0,59,0,0,1,0.208029197,0.845,0
0,60,0,0,1,0.211678832,0.85,0
0,61,0,0,1,0.215328467,0.855,0
0,62,0,0,1,0.218978102,0.86,0
0,63,0,0,1,0.222627737,0.865,0
0,64,0,0,1,0.226277372,0.87,0
0,65,0,0,1,0.229927007,0.875,0
0,66,0,0,1,0.233576642,0.88,0
0,67,0,0,1,0.237226277,0.885,0
0,68,0,0,1,0.240875912,0.89,0
0,69,0,0,1,0.244525547,0.895,0
0,70,0,0,1,0.248175182,0.9,0
0,71,0,0,1,0.251824818,0.905,0
0,72,0,0,1,0.255474453,0.91,0
0,73,0,0,1,0.259124088,0.915,0
0,74,0,0,1,0.262773723,0.92,0
0,75,0,0,1,0.266423358,0.925,0
0,76,0,0,1,0.270072993,0.93,0
0,77,0,0,1,0.273722628,0.935,0
0,78,0,0,1,0.277372263,0.94,0
0,79,0,0,1,0.281021898,0.945,0
0,80,0,0,1,0.284671533,0.95,0
0,81,0,0,1,0.288321168,0.955,0
0,82,0,0,1,0.291970803,0.96,0
0,83,0,0,1,0.295620438,0.965,0
0,84,0,0,1,0.299270073,0.97,0
0,85,0,0,1,0.302919708,0.975,0
0,86,0,0,1,0.306569343,0.98,0
0,87,0,0,1,0.310218978,0.985,0
0,88,0,0,1,0.313868613,0.99,0
0,89,0,0,1,0.317518248,0.995,0
0,90,0,0,1,0.321167883,1,0
0,91,0,0,1,0.324391727,1,0
0,92,0,0,1,0.327615572,1,0
0,93,0,0,1,0.330839416,1,0
0,94,0,0,1,0.33406326,1,0
0,95,0,0,1,0.337287105,1,0
0,96,0,0,1,0.340510949,1,0
0,97,0,0,1,0.343734793,1,0
0,98,0,0,1,0.346958637,1,0
0,99,0,0,1,0.350182482,1,0
0,100,0,0,1,0.353406326,1,0
0,101,0,0,1,0.35663017,1,0
0,102,0,0,1,0.359854015,1,0
0,103,0,0,1,0.363077859,1,0
0,104,0,0,1,0.366301703,1,0
0,105,0,0,1,0.369525547,1,0
0,106,0,0,1,0.372749392,1,0
0,107,0,0,1,0.375973236,1,0
0,108,0,0,1,0.37919708,1,0
0,109,0,0,1,0.382420925,1,0
0,110,0,0,1,0.385644769,1,0
0,111,0,0,1,0.388868613,1,0
0,112,0,0,1,0.392092457,1,0
0,113,0,0,1,0.395316302,1,0
0,114,0,0,1,0.398540146,1,0
0,115,0,0,1,0.40176399,1,0
0,116,0,0,1,0.404987835,1,0
0,117,0,0,1,0.408211679,1,0
0,118,0,0,1,0.411435523,1,0
0,119,0,0,1,0.414659367,1,0
0,120,0,0,1,0.417883212,1,0
0,121,0,0,1,0.421107056,1,0
0,122,0,0,1,0.4243309,1,0
0,123,0,0,1,0.427554745,1,0
0,124,0,0,1,0.430778589,1,0
0,125,0,0,1,0.434002433,1,0
